Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Have Mortgage,Home Mortgage,Own Home,Rent,business loan,buy a car,buy house,debt consolidation,educational expenses,home improvements,major purchase,medical bills,moving,other,renewable energy,small business,take a trip,vacation,wedding,Loan-to-Income Ratio,Credit Utilization Ratio,Delinquency Ratio,Debt-to-Income Ratio,Credit Default
2.521113627945512,-1.121868394469893,-0.12101820354380821,2.0969072175796764,-0.23105116248331847,0.3732264251368367,-0.36200903491510206,-0.21261103199995712,-0.34379580489048017,-0.5915167019106974,0.5720343261269547,0.9696968544730837,-0.21654488377236109,0.31653685442339397,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8187899066759652,0.634292480754092,-0.18531124497795076,-1.2283188458647976,1
-1.0915656719930484,1.0756473140670004,-0.12101820354380821,-0.674742798313566,1.388466331558634,-0.5687147741850597,1.8346477303464392,-0.6983066109996929,2.6336505423134478,-0.5915167019106974,-1.0595632204645227,-0.6438368793392927,-1.3983580307530956,0.6109228017852913,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.45129745713174074,-0.38704469007373216,-0.6517982060073902,-1.327598274010626,0
-0.5247072193229247,-0.2978000037685579,-0.12101820354380821,-1.1366844676291064,-0.624137932881851,-0.46303154774678,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,-0.15673576678347922,0.037733129158115025,-0.5873873131000951,0.7581157754662401,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1969170607798148,0.9431694949692452,-0.6517982060073902,-0.36798534177658554,1
2.521113627945512,-0.023110540201446223,-0.12101820354380821,1.6349655482641359,0.5079519658659222,-0.7484228156175529,-0.36200903491510206,-0.43338174972710974,-0.34379580489048017,-0.5915167019106974,0.40991634047309167,-0.7722703744023279,2.2533526735188465,-1.0081999087051445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8946091076527518,-0.34134069055554217,-0.453496450486553,0.14133077051348075,0
-0.5620084698520402,-1.6712473216041164,-0.12101820354380821,1.6349655482641359,-0.02664604187608212,2.6049685518799213,-0.36200903491510206,1.1120132743629587,-0.34379580489048017,-0.5915167019106974,-0.0567142370064208,1.7120593427373627,0.44448767682035883,0.7090514509059239,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368200933161933,-0.47361809161298557,0.9606498675153959,1.2134183093284958,0
2.521113627945512,1.0756473140670004,-0.12101820354380821,0.7110822096330552,1.6085949229818126,1.1284761099135783,1.8346477303464392,2.8781790161801797,-0.34379580489048017,1.6905693394114378,1.259053850168801,1.6378512385774937,2.2533526735188465,-2.6273226191955805,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.49748520283193604,0.3865989692489247,1.3631017869260642,0.14133077051348075,1
-0.19303811528362164,-0.2978000037685579,-0.12101820354380821,-1.5986261369446466,1.2784020358470451,-1.0949582702969634,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,1.6905693394114378,-0.06344476709674364,-1.1128208397630424,-1.6653210908848146,0.31653685442339397,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.036736646716724615,-0.7298808882794466,-0.6517982060073902,-1.9703835700879884,1
-0.19303811528362164,-1.121868394469893,-0.12101820354380821,0.480111374975285,-0.042369512692023076,0.7937866948104606,-0.36200903491510206,2.7898707290893188,-0.34379580489048017,-0.5915167019106974,1.6827260877674703,2.0310322304030457,0.7100669965441385,0.31653685442339397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7964604001631246,1.1335380796337666,2.472568498252094,0.9865360783600765,1
-0.5931401219096101,-0.2978000037685579,-0.12101820354380821,0.7110822096330552,2.1746398723556988,2.3628955090798374,-0.36200903491510206,0.2730845469997787,-0.34379580489048017,-0.5915167019106974,-0.0567142370064208,2.475248884255103,-0.1354972313073446,-0.7138139613432471,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4093155426409122,0.05345025630248623,-0.16630080455982305,0.3867984165151603,0
-0.9558699630815227,1.0756473140670004,-0.12101820354380821,0.7110822096330552,-0.43545628309055534,-0.6006318327814466,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,-0.12150290491935449,-0.1425803679281916,-0.052373968230419135,-1.3516501806273584,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9168400574620912,0.985096555108762,-0.6517982060073902,1.177405711293059,1
-1.1475884627116821,-0.2978000037685579,-0.12101820354380821,1.1730238789485956,-1.111565528176031,1.2569720151865527,-0.36200903491510206,-0.08014860136366553,-0.34379580489048017,-0.5915167019106974,-0.10031636672199044,0.3763134678597178,-0.35284331395438273,0.31653685442339397,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4099206143032688,-0.7263821775631352,0.2441651803003928,1.0217243843950852,1
-0.1689270407971211,0.8009578504998889,-0.12101820354380821,-0.674742798313566,0.3821641993383917,1.8602923626900552,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,2.2193344920508977,2.475248884255103,0.6101411713708071,1.0034373982678213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.312314783821577,0.37800887897912533,-0.6517982060073902,0.8299576148970303,0
-0.19303811528362164,0.5262683869327771,-0.12101820354380821,2.0969072175796764,0.25637643281086125,0.2683708695859836,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,-0.7516454592651131,-0.22814015426675122,-0.569299849196317,0.31653685442339397,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7592360934514651,-0.6997107451782552,-0.6517982060073902,-0.6060394606700797,1
-0.19303811528362164,-0.2978000037685579,-0.12101820354380821,-2.060567806260187,-0.48262669553837934,-1.1447762983054728,-0.36200903491510206,2.304175150089583,-0.34379580489048017,-0.5915167019106974,-0.9679109585389092,-1.2283077882090587,-1.7067344645224267,0.31653685442339397,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9862798981893175,-1.4029003092260748,2.5395380461746178,-2.0219355749437997,1
0.4901562717838673,-0.5724894673356696,-0.12101820354380821,0.7110822096330552,-0.3725623998267904,-0.13930877190206437,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,-0.18798883694202176,0.27893292156648875,-0.035274890332311994,1.15063037194877,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6006309872043799,0.5770695928767827,-0.6517982060073902,-0.45176512189042295,0
0.6714857349073434,-1.3965578580370046,4.284984352662802,1.1730238789485956,0.8224213821847479,0.08136897845804383,4.031304495607981,1.4210922791809721,2.6336505423134478,-0.5915167019106974,-0.14339175930005657,-0.09238904589844443,0.46326701092810657,0.6599871263456076,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.649426485494158,-0.3376009271475891,0.7984429588316945,-0.10439387610849482,0
-0.3449024270860949,-0.5724894673356696,-0.12101820354380821,-0.21280112899802556,-1.3631410612310917,-0.4983627487538016,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,1.6905693394114378,0.314869550328011,-0.3885647536515506,0.21557747790697077,0.31653685442339397,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5358699719133909,0.07401234633444906,-0.6517982060073902,0.5545510981637694,1
-0.19303811528362164,0.25157892336566545,-0.12101820354380821,-0.44377196365579574,2.1746398723556988,-0.8998348585861503,-0.36200903491510206,1.1120132743629587,-0.34379580489048017,-0.5915167019106974,-0.17768819958639726,-0.6078117061441096,-0.045455266190722605,0.31653685442339397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15667377800147309,0.8517473327011862,0.2529924057812577,0.0460503382220568,1
-1.237224927861496,-1.3965578580370046,-0.12101820354380821,-0.674742798313566,-0.9228838783847356,-0.26118331007562623,-0.36200903491510206,0.9353967001812366,-0.34379580489048017,-0.5915167019106974,-0.22647789201980467,0.25923165497537304,-0.9769102379350098,0.8562444245868726,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.423417298802416,0.8210168865213986,1.483196514292772,-0.22426808894217212,1
2.521113627945512,1.0756473140670004,-0.12101820354380821,-1.3676553022868765,0.4765050242340397,0.9637696033156916,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,2.2193344920508977,2.475248884255103,0.288915719527754,1.0525017228281375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.04838197293844653,1.2985767859733797,-0.6517982060073902,-0.9480222322013548,0
-0.6589846297352446,-1.121868394469893,-0.12101820354380821,1.4039947136063657,-1.2373532947035615,-0.5734738817877625,-0.36200903491510206,-0.12430274490909606,-0.34379580489048017,-0.5915167019106974,0.11845512438780732,-1.3054241745799973,-0.8461467693847453,0.5127941526646589,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7350712876488623,-2.045197028709377,0.24542003098149626,-0.6434705254080809,0
-0.1700262221340057,-1.6712473216041164,-0.12101820354380821,-0.21280112899802556,-0.6870318161456163,1.0452434562967443,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,1.6723137182917693,2.0213692282178792,0.7937832912244666,-1.057264233265461,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7461717609156626,0.7981674869180776,-0.6517982060073902,1.0576228529260199,1
-0.9426797870389076,1.0756473140670004,-0.12101820354380821,0.7110822096330552,-0.1681572792195535,0.1647050909358062,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,0.04252516793010208,0.5088748473513678,0.4055452681969241,0.31653685442339397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1525335457746595,0.37514061844723967,-0.6517982060073902,2.016050332619597,1
0.714566551820723,1.0756473140670004,-0.12101820354380821,0.01816970565974464,-0.6555848745137335,0.07174730439171,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,1.6905693394114378,-0.0567142370064208,0.48185596745498055,0.044883214727600665,-0.026913417498819762,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6037789761493924,0.48958832513055095,-0.6517982060073902,-0.49970790367051887,0
-0.19303811528362164,1.0756473140670004,-0.12101820354380821,0.24914054031751484,0.16203560791521382,-0.6516887806495729,-0.36200903491510206,-0.3450734626362487,-0.34379580489048017,-0.5915167019106974,-0.607691923989402,-0.09454680366794757,-0.09497340507483634,0.31653685442339397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.608108158278209,1.3242641907857622,-0.3569411454423757,-0.015590603144916013,0
-0.19303811528362164,0.8009578504998889,-0.12101820354380821,-0.674742798313566,0.09914172465144833,0.46199412781333593,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,1.6905693394114378,2.2193344920508977,2.0223073837698373,0.9903732677524151,0.31653685442339397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3598124566489043,1.6899877640741068,-0.6517982060073902,1.3354656386729256,1
-0.19303811528362164,1.0756473140670004,-0.12101820354380821,2.0969072175796764,1.545701039718047,2.1070934754345645,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,1.6905693394114378,2.2193344920508977,2.475248884255103,2.2533526735188465,0.31653685442339397,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3598124566489043,0.20703513869127008,-0.6517982060073902,2.9076418402207573,0
-0.1449932536230213,1.0756473140670004,-0.12101820354380821,0.7110822096330552,1.1368907985035739,-0.1335150756900784,-0.36200903491510206,2.171712719453291,-0.34379580489048017,-0.5915167019106974,0.07143718414418451,0.5357060961373634,0.17357107266595612,0.3656011789837102,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.059853730124994654,0.9887686100873824,1.1568235365393766,0.26696130249386557,0
0.8484893876082416,1.0756473140670004,-0.12101820354380821,-0.9057136329713361,-0.010922571060140605,0.8619143547317598,-0.36200903491510206,-0.21261103199995712,-0.34379580489048017,-0.5915167019106974,1.5510630857001748,0.8710967059623095,0.3646260875621475,1.15063037194877,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4811655971929222,-0.036542127110483005,-0.22159356416912931,-0.29607867042449915,0
-0.7546488635066836,0.5262683869327771,-0.12101820354380821,1.1730238789485956,-1.0486716449122657,0.9243517773020015,-0.36200903491510206,0.05231382927262605,-0.34379580489048017,-0.5915167019106974,0.233634978455245,0.13623946211369356,-0.5038686956209013,1.0034373982678213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.058568289154803,-0.7530155714818763,0.3979834558945861,0.015370103570127459,1
-0.5686744727983081,-1.3965578580370046,-0.12101820354380821,-0.9057136329713361,-1.3631410612310917,-1.0011210834349764,1.8346477303464392,-0.6983066109996929,2.6336505423134478,1.6905693394114378,-0.0567142370064208,-1.0727615976944402,-0.8620597840760473,-0.5175566631019822,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.37688517565546964,-0.8291298294882704,-0.6517982060073902,-0.7393347567151426,0
-1.2866880880213023,1.0756473140670004,-0.12101820354380821,-0.21280112899802556,-0.576967520434027,-0.9752563682028962,4.031304495607981,2.8340248726347492,-0.34379580489048017,-0.5915167019106974,-1.4952706035685757,-0.9182473782869757,-1.4754521391954283,0.4146655035440264,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0940284312278092,-0.15084520879645352,3.2591530834313454,-1.3848746906988867,0
0.6899236153970203,-0.8471789309027813,-0.12101820354380821,-0.9057136329713361,0.712357086473159,-1.0952686468797481,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,-0.0567142370064208,-0.7595114588957006,0.07107544387788038,0.8071801000265564,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5926839413751098,1.6518297657667278,-0.6517982060073902,-0.4637806213568061,0
-1.007744230689979,1.0756473140670004,-0.12101820354380821,-1.1366844676291064,-0.3882858706427317,0.31808285226204175,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,1.6905693394114378,-0.4001521712358662,0.0980565311490074,-0.7836807738263424,0.5618584772249752,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5599387596046417,-0.3414612233075225,-0.6517982060073902,-0.15222878550067184,0
1.0045022225208922,1.0756473140670004,-0.12101820354380821,2.0969072175796764,1.7658296311412254,0.6059571327950942,-0.36200903491510206,-0.3450734626362487,-0.34379580489048017,-0.5915167019106974,0.5612229133652661,0.9902424610609616,2.2265476450450508,0.6109228017852913,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.30341296134218965,0.34466598128788295,-0.4595876306902647,1.117554564169827,0
0.2374509366878535,-0.5724894673356696,-0.12101820354380821,-0.674742798313566,-0.8285430534890876,-0.6445501192455189,-0.36200903491510206,-0.16845688845452658,-0.34379580489048017,-0.5915167019106974,-0.538210507033255,-0.9585880670211651,0.14263459068845594,0.8071801000265564,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7738862249677451,-1.0883792312987264,0.008174824085396382,-0.1091258754641307,0
-0.5674334616115029,1.0756473140670004,-0.12101820354380821,-1.3676553022868765,0.3978876701543332,-1.1447762983054728,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,0.4675062675068105,-0.9958328424338933,-0.7291218663133069,-2.6273226191955805,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0396991065638914,0.4588693175997705,-0.6517982060073902,-0.5404682842232671,1
-0.01617629243264413,0.8009578504998889,-0.12101820354380821,1.6349655482641359,0.8066979113688064,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,1.6291478759022127,1.9813099861492773,0.3994172749617643,1.0034373982678213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4608665744291873,-0.33258339866603603,-0.6517982060073902,0.3986978778142882,0
-0.9143138170547894,-0.8471789309027813,-0.12101820354380821,0.24914054031751484,0.8066979113688064,-0.8392079660821543,1.8346477303464392,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,-0.9998663448807897,-0.5445800219421478,-1.165593126417591,-0.026913417498819762,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5437129554212495,0.7752778677705114,-0.6517982060073902,-0.9861415632800661,0
-0.7807100984295923,1.0756473140670004,-0.12101820354380821,0.01816970565974464,0.8381448530006889,-0.3169993655464553,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,-0.0567142370064208,0.2184218884652048,-0.8613679138720777,0.8071801000265564,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6910477378758322,0.8896731681162963,-0.6517982060073902,-0.5595467639635395,0
0.68985270047206,-1.3965578580370046,-0.12101820354380821,-0.44377196365579574,0.4765050242340397,0.859689989221801,-0.36200903491510206,0.9795508437266671,-0.34379580489048017,-0.5915167019106974,-0.0567142370064208,-0.6315470416086443,-1.3472584742599083,1.0034373982678213,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5926517556310117,-1.4276340598362829,0.6160172830808063,-1.720446030919412,0
0.05917081533767007,1.0756473140670004,-0.12101820354380821,-1.1366844676291064,2.1746398723556988,0.28373451043383924,-0.36200903491510206,0.9795508437266671,-0.34379580489048017,-0.5915167019106974,-0.0932399991171451,0.3828805567234231,-0.7835819352257752,1.0034373982678213,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2665586236407643,0.047374024868640445,0.18678821467477125,-0.9980454245786677,0
-0.6327461074999352,1.0756473140670004,8.69098690886941,1.4039947136063657,0.5865693199456286,-0.2707532547114959,6.227961260869522,0.4938552647269313,2.6336505423134478,1.6905693394114378,-0.5335283991443348,-0.46699455779523025,-0.8476293483932518,0.31653685442339397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1632772933554039,-0.49773885103924387,0.22009276952803422,-0.6674506431293629,1
-0.19303811528362164,-0.8471789309027813,-0.12101820354380821,-0.44377196365579574,1.9387878101165794,-0.38797214414328335,-0.36200903491510206,-0.21261103199995712,-0.34379580489048017,-0.5915167019106974,1.393627207935232,0.47566414081205843,1.4551123676188877,0.31653685442339397,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.492953322783836,1.6252510599614964,-0.3970717733399989,1.9139800225202515,1
0.05934810265007081,1.0756473140670004,-0.12101820354380821,0.9420530442908254,0.16203560791521382,0.35124141718956853,-0.36200903491510206,2.3483292936350133,-0.34379580489048017,1.6905693394114378,-0.0567142370064208,0.7980143884647898,-0.2294927404466503,-1.2535215315067259,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.23231569935346116,0.4627493456484759,1.8913439413658606,-0.3799410056441242,0
-0.11410980380281252,0.5262683869327771,4.284984352662802,-1.1366844676291064,0.6180162615775111,-1.1447762983054728,1.8346477303464392,0.4497011211815008,-0.34379580489048017,1.6905693394114378,0.9111359899820023,-1.019099100122449,-1.2566234775398837,-2.6273226191955805,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8826813381344379,0.2725420910247868,0.1801677955641228,-1.4832673464454924,0
2.521113627945512,-0.8471789309027813,-0.12101820354380821,-0.44377196365579574,0.8381448530006889,1.2498850832129627,-0.36200903491510206,1.4210922791809721,-0.34379580489048017,-0.5915167019106974,-0.0567142370064208,2.475248884255103,2.2533526735188465,1.15063037194877,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1128424973234814,0.9372958256874148,0.7922453470161431,0.14133077051348075,0
2.521113627945512,1.0756473140670004,-0.12101820354380821,-0.44377196365579574,1.6557653354296364,-0.6914169832460482,-0.36200903491510206,0.6263176953632229,-0.34379580489048017,-0.5915167019106974,2.2193344920508977,-0.4389437067916893,-0.04347849417938074,-2.6273226191955805,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.04838197293844653,0.5007325209226915,0.0866331563341892,-1.1323471269510932,0
-2.011367706190564,1.0756473140670004,-0.12101820354380821,-0.9057136329713361,0.6337397323934526,0.34487869724247683,-0.36200903491510206,0.4497011211815008,-0.34379580489048017,-0.5915167019106974,-1.3215963243525142,-0.7570722544606101,-1.5067839755751968,0.7090514509059239,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.783099660779448,-1.393406347467017,0.17640324352081246,-0.22654620006215093,1
2.521113627945512,1.0756473140670004,-0.12101820354380821,-0.21280112899802556,0.8538683238166305,0.48309973544271334,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,-0.5915167019106974,0.6869800747999463,1.106949011724523,2.2533526735188465,0.7581157754662401,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7650321771747346,0.6304815612464629,-0.6517982060073902,0.14133077051348075,0
